id,creo,affiliate
14701,56188,advidi14
12666,51315,advidi14
12639,50956,advidi14
14223,55729,advidi14
12648,51785,advidi14
14628,55888,advidi14
12672,50546,advidi14
12650,50524,advidi14
14279,54678,advidi14
12419,49914,advidi14
