id,creo,affiliate
14929,56615,advidi14
14927,56613,advidi14
14730,56257,advidi14
14626,55992,advidi14
14700,56162,advidi14
12679,50553,advidi14
12667,51465,advidi14
12640,50980,advidi14
12984,51640,advidi14
12643,51046,advidi14
12652,51830,advidi14
12649,50523,advidi14
14279,53720,advidi14
14701,56188,advidi14
12648,50522,advidi14
12650,51804,advidi14
14223,54488,advidi14
12419,50481,advidi14
12672,50546,advidi14
12666,51315,advidi14
12639,50956,advidi14
